order_id,order_item_id,order_date,shipping_date,shipping_mode,order_status,delivery_status,late_delivery_risk,days_for_shipping_real,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,order_item_profit_ratio,sales,benefit_per_order,sales_per_customer,order_region,order_country,market,payment_type,customer_segment,customer_country,latitude,longitude,category_name,department_name,product_price,shipping_delay_days,order_hour,order_day_of_week,order_month,order_year,is_weekend_order,revenue_per_unit,has_discount,is_profitable,scheduled_days_bin,market_risk_score,region_risk_score,mode_risk_score
66164,356,2021-04-17 01:30:00,2021-04-22 01:30:00,First Class,CLOSED,Late delivery,1,5,3,5,0.061,195913.34,0.4403,919813.13,395862.237500001,1074677.21,Rural Sindh,Karachi,Sindh,CASH,Corporate,Karachi,0.2638,60.7382,Snacks,Food,195913.34,2,1,5,4,2021,1,183962.63,1,1,1-3_days,0.5224103055466837,0.5220072294280247,0.5351926799225761
41982,357,2024-07-31 20:23:00,2024-08-07 20:23:00,Second Class,PENDING,Late delivery,1,7,4,3,0.291,14491.74,0.0849,30823.93,2616.95,52937.83,North Punjab,Sialkot,Punjab,PAYMENT,Consumer,Sialkot,25.9048,116.6069,Kitchen,Home & Garden,14491.74,3,20,2,7,2024,0,10274.64,1,1,3-5_days,0.4820809248554913,0.4793103448275862,0.6605610122997965
92594,358,2024-06-17 18:03:00,2024-06-27 18:03:00,Standard Class,CLOSED,Shipping on time,0,10,7,1,0.155,284124.84,-0.0204,240085.49,-4897.74,550752.09,Urban Sindh,Larkana,Sindh,TRANSFER,Consumer,Larkana,-23.2481,102.5136,Medical Supplies,Health,284124.84,3,18,0,6,2024,0,240085.49,1,0,5-10_days,0.5224103055466837,0.522814498933902,0.7366829702089818
50944,359,2023-02-07 21:26:00,2023-02-14 21:26:00,Standard Class,PENDING,Late delivery,1,7,6,3,0.006,193984.58,-0.0732,578462.02,-42343.42,861734.46,Northern Areas,Muzaffarabad,Federal,DEBIT,Home Office,Muzaffarabad,-34.8555,-140.9522,Women's Fashion,Clothing,193984.58,1,21,1,2,2023,0,192820.67,1,0,5-10_days,0.7340503544365681,0.7303862035462716,0.7366829702089818
20126,360,2023-06-10 05:11:00,2023-06-14 05:11:00,Second Class,CLOSED,Shipping on time,0,4,4,4,0.019,238618.17,0.2119,936337.7,198409.96,2324436.8,North KPK,Peshawar,KPK,PAYMENT,Consumer,Peshawar,55.4931,-114.2572,Medical Supplies,Health,238618.17,0,5,5,6,2023,1,234084.42,1,1,3-5_days,0.5953805774278215,0.5940386230058774,0.6605610122997965
11022,361,2021-08-28 12:06:00,2021-09-01 12:06:00,Same Day,COMPLETE,Late delivery,1,4,1,5,0.334,167708.02,0.0047,558467.71,2624.8,507351.84,Central Punjab,Sialkot,Punjab,DEBIT,Home Office,Sialkot,56.402,-151.2258,Bedding,Home & Garden,167708.02,3,12,5,8,2021,1,111693.54,1,1,same_day,0.4820809248554913,0.479179810725552,0.4316920322291853
13780,362,2022-05-28 01:21:00,2022-06-04 01:21:00,Standard Class,CLOSED,Shipping on time,0,7,6,5,0.233,238605.62,0.215,915052.55,196736.3,1593962.39,South Balochistan,Chaman,Balochistan,DEBIT,Consumer,Chaman,16.7219,61.9596,Accessories,Clothing,238605.62,1,1,5,5,2022,1,183010.51,1,1,5-10_days,0.6475729301995985,0.6395294117647059,0.7366829702089818
58376,363,2022-04-22 20:22:00,2022-04-28 20:22:00,First Class,COMPLETE,Shipping on time,0,6,3,4,0.349,74725.28,0.1006,194584.63,19575.21,184456.13,Central Punjab,Lahore,Punjab,CASH,Consumer,Lahore,-40.7886,-19.1897,Personal Care,Health,74725.28,3,20,4,4,2022,0,48646.16,1,1,1-3_days,0.4820809248554913,0.479179810725552,0.5351926799225761
22820,364,2021-02-27 04:45:00,2021-03-02 04:45:00,First Class,COMPLETE,Late delivery,1,3,2,5,0.274,276166.9,0.107,1002485.85,107265.99,894566.44,Central Punjab,Sialkot,Punjab,CASH,Home Office,Sialkot,30.1844,-145.9608,Cameras,Electronics,276166.9,1,4,5,2,2021,1,200497.17,1,1,1-3_days,0.4820809248554913,0.479179810725552,0.5351926799225761
86018,365,2022-01-31 11:56:00,2022-01-31 11:56:00,Same Day,COMPLETE,Shipping on time,0,0,0,4,0.101,294748.02,0.2654,1059913.88,281301.14,926933.07,Northern Areas,Gilgit,Federal,CASH,Consumer,Gilgit,30.1065,-91.9257,Movies & TV,Books & Media,294748.02,0,11,0,1,2022,0,264978.47,1,1,same_day,0.7340503544365681,0.7303862035462716,0.4316920322291853
18741,367,2022-05-26 03:30:00,2022-05-27 03:30:00,Same Day,PENDING_PAYMENT,Shipping on time,0,1,0,3,0.303,205308.37,-0.0377,429299.8,-16184.6,531773.25,Rural Sindh,Sukkur,Sindh,PAYMENT,Home Office,Sukkur,35.3145,-172.313,Outdoor Sports,Sports,205308.37,1,3,3,5,2022,0,143099.93,1,0,same_day,0.5224103055466837,0.5220072294280247,0.4316920322291853
68152,368,2023-01-17 09:26:00,2023-01-24 09:26:00,Second Class,COMPLETE,Late delivery,1,7,4,1,0.32,83634.39,0.4144,56871.39,23567.5,52685.86,Capital Territory,Islamabad,Federal,CASH,Corporate,Islamabad,45.1691,-174.6193,Movies & TV,Books & Media,83634.39,3,9,1,1,2023,0,56871.39,1,1,3-5_days,0.7340503544365681,0.7377613776137761,0.6605610122997965
17012,369,2024-10-29 13:25:00,2024-11-02 13:25:00,First Class,PENDING,Shipping on time,0,4,2,3,0.317,146867.69,0.0746,300931.9,22449.52,518407.17,North Punjab,Multan,Punjab,CASH,Corporate,Multan,-59.2442,-31.2207,Snacks,Food,146867.69,2,13,1,10,2024,0,100310.63,1,1,1-3_days,0.4820809248554913,0.4793103448275862,0.5351926799225761
37039,370,2024-08-23 02:59:00,2024-08-28 02:59:00,Standard Class,COMPLETE,Shipping on time,0,5,5,1,0.162,146151.38,0.1128,122474.86,13815.16,233366.93,North Punjab,Lahore,Punjab,DEBIT,Corporate,Lahore,55.7266,149.4846,Grocery,Food,146151.38,0,2,4,8,2024,0,122474.86,1,1,3-5_days,0.4820809248554913,0.4793103448275862,0.7366829702089818
42032,371,2021-07-05 21:33:00,2021-07-11 21:33:00,Standard Class,PENDING,Late delivery,1,6,5,1,0.159,42679.1,-0.0837,35893.12,-3004.25,87585.55,Central Punjab,Faisalabad,Punjab,CASH,Home Office,Faisalabad,30.3781,-178.0834,GPS & Navigation,Automotive,42679.1,1,21,0,7,2021,0,35893.12,1,0,3-5_days,0.4820809248554913,0.479179810725552,0.7366829702089818
62272,372,2024-03-12 02:42:00,2024-03-16 02:42:00,First Class,CLOSED,Late delivery,1,4,3,3,0.102,245986.83,-0.0286,662688.52,-18952.89,1344434.09,South Balochistan,Chaman,Balochistan,CASH,Corporate,Chaman,62.418,137.2996,Medical Supplies,Health,245986.83,1,2,1,3,2024,0,220896.17,1,0,1-3_days,0.6475729301995985,0.6395294117647059,0.5351926799225761
19137,373,2022-02-26 08:48:00,2022-02-28 08:48:00,First Class,PENDING,Shipping on time,0,2,2,3,0.336,44282.2,0.2891,88210.14,25501.55,195964.74,Urban Sindh,Hyderabad,Sindh,PAYMENT,Corporate,Hyderabad,12.7438,121.9617,Garden Tools,Home & Garden,44282.2,0,8,5,2,2022,1,29403.38,1,1,1-3_days,0.5224103055466837,0.522814498933902,0.5351926799225761
18185,374,2021-10-23 08:58:00,2021-10-28 08:58:00,First Class,CLOSED,Shipping on time,0,5,3,2,0.044,95814.93,0.4238,183198.15,77639.38,347192.62,Rural Sindh,Mirpur Khas,Sindh,PAYMENT,Corporate,Mirpur Khas,64.1626,131.6518,Audio,Electronics,95814.93,2,8,5,10,2021,1,91599.08,1,1,1-3_days,0.5224103055466837,0.5220072294280247,0.5351926799225761
54294,375,2023-03-31 01:14:00,2023-04-05 01:14:00,Standard Class,COMPLETE,Late delivery,1,5,4,5,0.283,151258.95,-0.0462,542263.34,-25052.57,999255.09,Capital Territory,Muzaffarabad,Federal,TRANSFER,Home Office,Muzaffarabad,1.5644,-92.3081,Beverages,Food,151258.95,1,1,4,3,2023,0,108452.67,1,0,3-5_days,0.7340503544365681,0.7377613776137761,0.7366829702089818
66774,376,2023-10-12 09:27:00,2023-10-14 09:27:00,Same Day,COMPLETE,Late delivery,1,2,1,2,0.266,114265.28,0.0285,167741.43,4780.63,348651.75,Northern Areas,Islamabad,Federal,PAYMENT,Consumer,Islamabad,18.4681,147.8792,Car Accessories,Automotive,114265.28,1,9,3,10,2023,0,83870.72,1,1,same_day,0.7340503544365681,0.7303862035462716,0.4316920322291853
95624,377,2024-08-15 09:06:00,2024-08-18 09:06:00,First Class,COMPLETE,Shipping on time,0,3,2,2,0.167,176917.27,0.4497,294744.17,132546.45,288019.23,North Punjab,Gujranwala,Punjab,TRANSFER,Consumer,Gujranwala,3.5826,57.9744,Car Accessories,Automotive,176917.27,1,9,3,8,2024,0,147372.08,1,1,1-3_days,0.4820809248554913,0.4793103448275862,0.5351926799225761
85576,378,2021-01-25 15:34:00,2021-01-27 15:34:00,Same Day,PENDING,Shipping on time,0,2,0,1,0.224,264932.12,0.1945,205587.33,39986.74,456514.49,Rural Sindh,Sukkur,Sindh,PAYMENT,Home Office,Sukkur,-40.4342,-14.8827,Footwear,Clothing,264932.12,2,15,0,1,2021,0,205587.33,1,1,same_day,0.5224103055466837,0.5220072294280247,0.4316920322291853
93719,379,2023-12-16 07:00:00,2023-12-16 07:00:00,Same Day,COMPLETE,Shipping on time,0,0,0,3,0.222,160271.25,0.4318,374073.1,161524.76,479530.65,South Balochistan,Turbat,Balochistan,PAYMENT,Corporate,Turbat,-43.2945,16.5535,Car Accessories,Automotive,160271.25,0,7,5,12,2023,1,124691.03,1,1,same_day,0.6475729301995985,0.6395294117647059,0.4316920322291853
14512,380,2024-09-02 20:54:00,2024-09-06 20:54:00,Second Class,PENDING,Late delivery,1,4,3,2,0.151,288144.2,0.2316,489268.85,113314.67,469416.6,South Punjab,Lahore,Punjab,CASH,Consumer,Lahore,50.8381,-67.2142,Furniture,Home & Garden,288144.2,1,20,0,9,2024,0,244634.42,1,1,1-3_days,0.4820809248554913,0.487797147385103,0.6605610122997965
52932,382,2024-11-27 14:17:00,2024-12-05 14:17:00,Standard Class,PENDING,Late delivery,1,8,6,5,0.125,232069.08,0.2106,1015302.22,213822.65,2062323.96,Capital Territory,Gilgit,Federal,PAYMENT,Home Office,Gilgit,20.4012,-152.6633,Personal Care,Health,232069.08,2,14,2,11,2024,0,203060.44,1,1,5-10_days,0.7340503544365681,0.7377613776137761,0.7366829702089818
61999,383,2021-05-19 16:17:00,2021-05-26 16:17:00,First Class,COMPLETE,Late delivery,1,7,3,2,0.137,38422.53,0.1779,66317.29,11797.85,159742.08,North Balochistan,Quetta,Balochistan,TRANSFER,Consumer,Quetta,4.4629,51.2509,Audio,Electronics,38422.53,4,16,2,5,2021,0,33158.64,1,1,1-3_days,0.6475729301995985,0.655679392933365,0.5351926799225761
94683,384,2024-05-07 11:55:00,2024-05-18 11:55:00,Standard Class,COMPLETE,Late delivery,1,11,7,4,0.062,189689.96,0.1684,711716.73,119853.1,1648547.57,South Balochistan,Chaman,Balochistan,DEBIT,Consumer,Chaman,16.8576,-59.7343,Footwear,Clothing,189689.96,4,11,1,5,2024,0,177929.18,1,1,5-10_days,0.6475729301995985,0.6395294117647059,0.7366829702089818
66219,386,2023-10-18 04:22:00,2023-10-22 04:22:00,Second Class,COMPLETE,Late delivery,1,4,3,2,0.182,74725.28,0.0892,122250.56,10904.75,123422.56,Urban Sindh,Sukkur,Sindh,TRANSFER,Consumer,Sukkur,-11.0098,-150.1638,Personal Care,Health,74725.28,1,4,2,10,2023,0,61125.28,1,1,1-3_days,0.5224103055466837,0.522814498933902,0.6605610122997965
74474,387,2021-12-24 15:41:00,2021-12-31 15:41:00,Standard Class,CLOSED,Late delivery,1,7,6,2,0.05,74716.69,0.0736,141961.71,10448.38,169685.32,South KPK,Swat,KPK,CASH,Home Office,Swat,-15.5853,21.7323,Accessories,Clothing,74716.69,1,15,4,12,2021,0,70980.86,1,1,5-10_days,0.5953805774278215,0.5967233774417139,0.7366829702089818
73065,388,2021-11-06 00:38:00,2021-11-11 00:38:00,Second Class,COMPLETE,Late delivery,1,5,3,1,0.154,13569.83,0.0312,11480.08,358.18,14275.9,South Balochistan,Quetta,Balochistan,PAYMENT,Consumer,Quetta,3.6501,-133.8334,Team Sports,Sports,13569.83,2,0,5,11,2021,1,11480.08,1,1,1-3_days,0.6475729301995985,0.6395294117647059,0.6605610122997965
94016,389,2024-09-18 10:36:00,2024-09-25 10:36:00,Standard Class,COMPLETE,Late delivery,1,7,6,3,0.079,101962.3,0.3784,281721.83,106603.54,611744.78,Rural Sindh,Larkana,Sindh,DEBIT,Corporate,Larkana,57.0594,178.3316,Cameras,Electronics,101962.3,1,10,2,9,2024,0,93907.28,1,1,5-10_days,0.5224103055466837,0.5220072294280247,0.7366829702089818
55643,390,2024-12-17 19:14:00,2024-12-21 19:14:00,First Class,COMPLETE,Shipping on time,0,4,3,2,0.171,230507.15,0.1532,382180.85,58550.11,600602.4,South KPK,Swat,KPK,TRANSFER,Home Office,Swat,-10.8325,-132.4032,Movies & TV,Books & Media,230507.15,1,19,1,12,2024,0,191090.42,1,1,1-3_days,0.5953805774278215,0.5967233774417139,0.5351926799225761
93445,391,2021-05-27 04:37:00,2021-06-08 04:37:00,Standard Class,COMPLETE,Shipping on time,0,12,7,2,0.112,255851.57,-0.0439,454392.39,-19947.83,420407.81,North Punjab,Sialkot,Punjab,TRANSFER,Consumer,Sialkot,24.7605,125.2736,Women's Fashion,Clothing,255851.57,5,4,3,5,2021,0,227196.2,1,0,5-10_days,0.4820809248554913,0.4793103448275862,0.7366829702089818
78645,393,2022-01-07 07:54:00,2022-01-10 07:54:00,Second Class,COMPLETE,Shipping on time,0,3,3,1,0.195,19027.15,0.3319,15316.86,5083.67,31850.42,North KPK,Swat,KPK,CASH,Home Office,Swat,66.5091,39.1938,Bedding,Home & Garden,19027.15,0,7,4,1,2022,0,15316.86,1,1,1-3_days,0.5953805774278215,0.5940386230058774,0.6605610122997965
78049,394,2022-05-25 15:00:00,2022-05-29 15:00:00,First Class,PENDING_PAYMENT,Shipping on time,0,4,2,3,0.197,114685.47,0.1418,276277.3,39176.12,317352.32,Central Punjab,Lahore,Punjab,TRANSFER,Home Office,Lahore,14.7912,-149.5494,Cameras,Electronics,114685.47,2,15,2,5,2022,0,92092.43,1,1,1-3_days,0.4820809248554913,0.479179810725552,0.5351926799225761
88126,395,2024-02-09 05:08:00,2024-02-13 05:08:00,Second Class,COMPLETE,Shipping on time,0,4,3,1,0.181,92142.74,0.2395,75464.9,18073.84,87202.59,North KPK,Swat,KPK,DEBIT,Home Office,Swat,6.3668,-6.1069,Grocery,Food,92142.74,1,5,4,2,2024,0,75464.9,1,1,1-3_days,0.5953805774278215,0.5940386230058774,0.6605610122997965
42289,396,2024-01-18 09:17:00,2024-01-24 09:17:00,Standard Class,CLOSED,Late delivery,1,6,5,5,0.196,273866.01,0.3249,1100941.36,357695.85,1892001.72,South Balochistan,Quetta,Balochistan,TRANSFER,Home Office,Quetta,33.9541,28.2562,Movies & TV,Books & Media,273866.01,1,9,3,1,2024,0,220188.27,1,1,3-5_days,0.6475729301995985,0.6395294117647059,0.7366829702089818
85348,397,2024-01-19 03:06:00,2024-01-26 03:06:00,First Class,COMPLETE,Shipping on time,0,7,3,2,0.156,269414.69,0.2691,454772.0,122379.15,569915.95,South Balochistan,Quetta,Balochistan,TRANSFER,Home Office,Quetta,9.0196,-73.2276,Mobiles & Tablets,Electronics,269414.69,4,3,4,1,2024,0,227386.0,1,1,1-3_days,0.6475729301995985,0.6395294117647059,0.5351926799225761
76545,398,2023-09-27 00:00:00,2023-10-01 00:00:00,First Class,COMPLETE,Late delivery,1,4,3,2,0.321,13757.7,0.0771,18682.96,1440.46,31423.5,South KPK,Mardan,KPK,TRANSFER,Consumer,Mardan,-58.435,-49.3132,GPS & Navigation,Automotive,13757.7,1,0,2,9,2023,0,9341.48,1,1,1-3_days,0.5953805774278215,0.5967233774417139,0.5351926799225761
27862,399,2024-02-12 05:36:00,2024-02-19 05:36:00,Standard Class,PENDING,Late delivery,1,7,4,2,0.181,92876.56,0.0771,152131.81,11729.36,310283.78,Northern Areas,Gilgit,Federal,PAYMENT,Home Office,Gilgit,-47.5309,-38.5552,Accessories,Clothing,92876.56,3,5,0,2,2024,0,76065.9,1,1,3-5_days,0.7340503544365681,0.7303862035462716,0.7366829702089818
52090,400,2022-12-27 07:29:00,2023-01-01 07:29:00,Same Day,COMPLETE,Shipping on time,0,5,0,3,0.149,273514.7,0.0621,698283.03,43363.38,1608305.17,South Punjab,Gujranwala,Punjab,TRANSFER,Corporate,Gujranwala,49.4605,-102.5467,Beverages,Food,273514.7,5,7,1,12,2022,0,232761.01,1,1,same_day,0.4820809248554913,0.487797147385103,0.4316920322291853
21876,401,2023-05-03 21:57:00,2023-05-13 21:57:00,Standard Class,COMPLETE,Late delivery,1,10,7,4,0.075,32055.07,0.398,118603.76,47204.3,115019.28,North KPK,Kohat,KPK,DEBIT,Home Office,Kohat,-54.1651,-1.4439,Team Sports,Sports,32055.07,3,21,2,5,2023,0,29650.94,1,1,5-10_days,0.5953805774278215,0.5940386230058774,0.7366829702089818
34944,402,2022-11-22 23:14:00,2022-12-01 23:14:00,Standard Class,COMPLETE,Late delivery,1,9,4,2,0.172,107794.75,0.2995,178508.11,53463.18,220382.04,South KPK,Mardan,KPK,DEBIT,Home Office,Mardan,-6.927,-18.4916,Music,Books & Media,107794.75,5,23,1,11,2022,0,89254.06,1,1,3-5_days,0.5953805774278215,0.5967233774417139,0.7366829702089818
80576,403,2021-01-18 06:31:00,2021-01-21 06:31:00,Same Day,PENDING,Shipping on time,0,3,1,2,0.01,163917.03,-0.0464,324555.72,-15059.39,580048.17,Capital Territory,Muzaffarabad,Federal,DEBIT,Home Office,Muzaffarabad,36.5855,138.0645,Vitamins,Health,163917.03,2,6,0,1,2021,0,162277.86,1,0,same_day,0.7340503544365681,0.7377613776137761,0.4316920322291853
26643,404,2021-10-22 03:25:00,2021-10-27 03:25:00,First Class,COMPLETE,Late delivery,1,5,3,3,0.157,176917.27,0.281,447423.78,125726.08,585025.45,North Balochistan,Quetta,Balochistan,PAYMENT,Home Office,Quetta,26.1177,-132.945,Car Accessories,Automotive,176917.27,2,3,4,10,2021,0,149141.26,1,1,1-3_days,0.6475729301995985,0.655679392933365,0.5351926799225761
89417,405,2022-10-20 01:49:00,2022-10-24 01:49:00,Second Class,COMPLETE,Shipping on time,0,4,3,3,0.292,59267.61,0.2165,125884.4,27253.97,105860.18,Rural Sindh,Mirpur Khas,Sindh,TRANSFER,Consumer,Mirpur Khas,35.0417,-99.4299,GPS & Navigation,Automotive,59267.61,1,1,3,10,2022,0,41961.47,1,1,1-3_days,0.5224103055466837,0.5220072294280247,0.6605610122997965
89343,406,2021-11-22 23:46:00,2021-11-22 23:46:00,Same Day,COMPLETE,Shipping on time,0,0,0,3,0.167,293591.04,0.347,733684.01,254588.35,615252.63,South KPK,Swat,KPK,TRANSFER,Consumer,Swat,-41.6054,162.3857,Bedding,Home & Garden,293591.04,0,23,0,11,2021,0,244561.34,1,1,same_day,0.5953805774278215,0.5967233774417139,0.4316920322291853
44478,407,2024-03-10 19:48:00,2024-03-16 19:48:00,First Class,CLOSED,Late delivery,1,6,2,4,0.189,18446.35,0.3404,59839.96,20369.52,76119.71,South Balochistan,Quetta,Balochistan,CASH,Consumer,Quetta,18.4171,-71.1491,Bedding,Home & Garden,18446.35,4,19,6,3,2024,1,14959.99,1,1,1-3_days,0.6475729301995985,0.6395294117647059,0.5351926799225761
57390,408,2022-08-26 05:02:00,2022-08-29 05:02:00,Same Day,PENDING_PAYMENT,Late delivery,1,3,0,3,0.019,250407.69,0.4268,736949.83,314530.19,1722334.95,Northern Areas,Muzaffarabad,Federal,PAYMENT,Home Office,Muzaffarabad,55.0239,95.1603,Kitchen,Home & Garden,250407.69,3,5,4,8,2022,0,245649.94,1,1,same_day,0.7340503544365681,0.7303862035462716,0.4316920322291853
51413,409,2021-01-20 18:50:00,2021-01-24 18:50:00,First Class,COMPLETE,Shipping on time,0,4,3,1,0.255,7033.39,0.2553,5239.88,1337.74,9549.22,North Punjab,Multan,Punjab,TRANSFER,Home Office,Multan,-40.9884,-64.0452,Vitamins,Health,7033.39,1,18,2,1,2021,0,5239.88,1,1,1-3_days,0.4820809248554913,0.4793103448275862,0.5351926799225761
12948,411,2023-11-30 08:00:00,2023-12-08 08:00:00,First Class,PENDING_PAYMENT,Late delivery,1,8,3,1,0.014,102955.82,0.0616,101514.44,6253.29,131756.69,Urban Sindh,Karachi,Sindh,CASH,Consumer,Karachi,34.3586,162.406,Movies & TV,Books & Media,102955.82,5,8,3,11,2023,0,101514.44,1,1,1-3_days,0.5224103055466837,0.522814498933902,0.5351926799225761
12480,412,2022-03-09 09:46:00,2022-03-14 09:46:00,First Class,PENDING_PAYMENT,Late delivery,1,5,3,4,0.123,176917.27,0.0987,620625.78,61255.76,794085.56,Northern Areas,Islamabad,Federal,TRANSFER,Corporate,Islamabad,-0.3903,124.504,Car Accessories,Automotive,176917.27,2,9,2,3,2022,0,155156.44,1,1,1-3_days,0.7340503544365681,0.7303862035462716,0.5351926799225761
21688,413,2021-05-04 02:12:00,2021-05-06 02:12:00,Same Day,COMPLETE,Late delivery,1,2,1,4,0.211,90348.94,0.3062,285141.25,87310.25,706910.41,Northern Areas,Islamabad,Federal,DEBIT,Consumer,Islamabad,52.8565,-110.1043,Furniture,Home & Garden,90348.94,1,2,1,5,2021,0,71285.31,1,1,same_day,0.7340503544365681,0.7303862035462716,0.4316920322291853
50406,414,2023-02-03 01:35:00,2023-02-11 01:35:00,Standard Class,PENDING,Late delivery,1,8,7,3,0.198,212438.48,0.2309,511126.98,118019.22,617671.29,North KPK,Kohat,KPK,PAYMENT,Consumer,Kohat,52.6642,-156.3475,Garden Tools,Home & Garden,212438.48,1,1,4,2,2023,0,170375.66,1,1,5-10_days,0.5953805774278215,0.5940386230058774,0.7366829702089818
96678,415,2024-07-18 13:43:00,2024-07-21 13:43:00,Same Day,COMPLETE,Late delivery,1,3,0,4,0.3,100977.93,0.4339,282738.2,122680.1,412338.22,Central Punjab,Multan,Punjab,TRANSFER,Home Office,Multan,-36.9321,161.4403,Women's Fashion,Clothing,100977.93,3,13,3,7,2024,0,70684.55,1,1,same_day,0.4820809248554913,0.479179810725552,0.4316920322291853
59250,416,2022-05-22 03:37:00,2022-05-30 03:37:00,Standard Class,COMPLETE,Late delivery,1,8,5,4,0.02,21510.72,0.0992,84322.02,8364.74,81740.78,Central Punjab,Sialkot,Punjab,PAYMENT,Home Office,Sialkot,0.0243,18.4151,Medical Supplies,Health,21510.72,3,3,6,5,2022,1,21080.5,1,1,3-5_days,0.4820809248554913,0.479179810725552,0.7366829702089818
88079,418,2023-06-29 20:08:00,2023-07-07 20:08:00,Standard Class,COMPLETE,Shipping on time,0,8,4,3,0.269,159695.38,0.4134,350211.97,144777.63,766591.33,North Punjab,Sialkot,Punjab,TRANSFER,Corporate,Sialkot,-25.9296,-63.0858,Men's Fashion,Clothing,159695.38,4,20,3,6,2023,0,116737.32,1,1,3-5_days,0.4820809248554913,0.4793103448275862,0.7366829702089818
74793,420,2024-04-02 04:41:00,2024-04-09 04:41:00,First Class,CLOSED,Late delivery,1,7,3,5,0.26,36118.43,0.3403,133638.19,45477.08,234168.16,South KPK,Swat,KPK,CASH,Consumer,Swat,-27.5245,-133.3299,Outdoor Sports,Sports,36118.43,4,4,1,4,2024,0,26727.64,1,1,1-3_days,0.5953805774278215,0.5967233774417139,0.5351926799225761
79616,421,2023-09-05 13:51:00,2023-09-08 13:51:00,Same Day,COMPLETE,Shipping on time,0,3,1,5,0.165,258122.89,0.0132,1077663.07,14225.15,945096.78,Capital Territory,Gilgit,Federal,TRANSFER,Corporate,Gilgit,33.81,-136.4884,Kitchen,Home & Garden,258122.89,2,13,1,9,2023,0,215532.61,1,1,same_day,0.7340503544365681,0.7377613776137761,0.4316920322291853
67044,422,2024-01-07 14:07:00,2024-01-12 14:07:00,Second Class,COMPLETE,Late delivery,1,5,4,5,0.2,264253.22,0.0686,1057012.88,72511.08,2295243.53,Rural Sindh,Sukkur,Sindh,CASH,Consumer,Sukkur,40.5732,52.2856,GPS & Navigation,Automotive,264253.22,1,14,6,1,2024,1,211402.58,1,1,3-5_days,0.5224103055466837,0.5220072294280247,0.6605610122997965
92359,424,2021-02-01 16:50:00,2021-02-06 16:50:00,Same Day,COMPLETE,Shipping on time,0,5,1,4,0.111,92876.56,-0.0358,330269.05,-11823.63,474631.47,North KPK,Peshawar,KPK,CASH,Consumer,Peshawar,-22.5317,160.2697,Accessories,Clothing,92876.56,4,16,0,2,2021,0,82567.26,1,0,same_day,0.5953805774278215,0.5940386230058774,0.4316920322291853
69019,425,2022-07-23 14:30:00,2022-07-25 14:30:00,Same Day,PENDING_PAYMENT,Late delivery,1,2,1,1,0.095,182025.08,0.0955,164732.7,15731.97,368668.41,North Balochistan,Turbat,Balochistan,CASH,Consumer,Turbat,-28.7114,-126.4605,Snacks,Food,182025.08,1,14,5,7,2022,1,164732.7,1,1,same_day,0.6475729301995985,0.655679392933365,0.4316920322291853
93872,426,2024-11-28 02:23:00,2024-12-07 02:23:00,Second Class,COMPLETE,Late delivery,1,9,4,3,0.09,78885.24,0.0552,215356.71,11887.69,476418.66,Capital Territory,Gilgit,Federal,PAYMENT,Home Office,Gilgit,26.668,162.05,Footwear,Clothing,78885.24,5,2,3,11,2024,0,71785.57,1,1,3-5_days,0.7340503544365681,0.7377613776137761,0.6605610122997965
54756,428,2024-11-13 08:11:00,2024-11-14 08:11:00,Same Day,COMPLETE,Shipping on time,0,1,1,3,0.009,135414.67,0.2109,402587.81,84905.77,973628.12,South KPK,Abbottabad,KPK,DEBIT,Home Office,Abbottabad,23.3687,-135.0213,Outdoor Sports,Sports,135414.67,0,8,2,11,2024,0,134195.94,1,1,same_day,0.5953805774278215,0.5967233774417139,0.4316920322291853
98113,429,2023-12-18 20:45:00,2023-12-26 20:45:00,Second Class,PENDING,Late delivery,1,8,4,2,0.166,147406.86,0.2145,245874.64,52740.11,408832.17,Rural Sindh,Larkana,Sindh,CASH,Corporate,Larkana,-41.5417,-38.5757,Laptops,Electronics,147406.86,4,20,0,12,2023,0,122937.32,1,1,3-5_days,0.5224103055466837,0.5220072294280247,0.6605610122997965
93390,430,2023-05-24 12:01:00,2023-05-29 12:01:00,First Class,COMPLETE,Shipping on time,0,5,2,4,0.284,219210.23,0.1972,627818.1,123805.73,702265.29,Central Punjab,Faisalabad,Punjab,CASH,Consumer,Faisalabad,-5.7134,117.332,Outdoor Sports,Sports,219210.23,3,12,2,5,2023,0,156954.52,1,1,1-3_days,0.4820809248554913,0.479179810725552,0.5351926799225761
62180,431,2024-05-13 09:12:00,2024-05-18 09:12:00,First Class,PENDING,Shipping on time,0,5,3,1,0.02,163051.11,0.1651,159790.09,26381.34,345681.17,Rural Sindh,Larkana,Sindh,CASH,Consumer,Larkana,4.4524,-115.6337,Grocery,Food,163051.11,2,9,0,5,2024,0,159790.09,1,1,1-3_days,0.5224103055466837,0.5220072294280247,0.5351926799225761
83957,432,2024-10-26 16:16:00,2024-10-31 16:16:00,Second Class,COMPLETE,Shipping on time,0,5,4,4,0.037,9863.49,0.4466,37994.16,16968.19,94660.88,South Balochistan,Turbat,Balochistan,DEBIT,Home Office,Turbat,-57.5012,25.6295,Footwear,Clothing,9863.49,1,16,5,10,2024,1,9498.54,1,1,3-5_days,0.6475729301995985,0.6395294117647059,0.6605610122997965
