shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,order_id,order_date,shipping_date,order_country,delivery_status,benefit_per_order,order_item_profit_ratio,shipping_delay_days,days_for_shipping_real,order_year,order_month.1,order_day_of_week,is_profitable,latitude,longitude
First Class,Capital Territory,Federal,Personal Care,Health,Consumer,PAYMENT,2,2,0.144,134475.71,230222.42,115111.21,0,1,13,8,0.7340503544365681,0.7377613776137761,0.5351926799225761,75383,2024-08-21 13:19:00,2024-08-24 13:19:00,Rawalpindi,Shipping on time,61078.01,0.2653,1,3,2024,8,2,1,-26.8075,-176.6169
First Class,Rural Sindh,Sindh,Music,Books & Media,Corporate,DEBIT,2,1,0.35,67761.43,44044.93,44044.93,0,1,7,12,0.5224103055466837,0.5220072294280247,0.5351926799225761,99691,2023-12-01 07:06:00,2023-12-04 07:06:00,Karachi,Late delivery,18591.36,0.4221,1,3,2023,12,4,1,23.1341,169.5936
First Class,Northern Areas,Federal,Grocery,Food,Corporate,DEBIT,3,5,0.039,163051.11,783460.58,156692.12,0,1,0,12,0.7340503544365681,0.7303862035462716,0.5351926799225761,79439,2022-12-20 00:47:00,2022-12-26 00:47:00,Islamabad,Shipping on time,-73175.22,-0.0934,3,6,2022,12,1,0,-8.3994,-24.8946
Same Day,Northern Areas,Federal,Furniture,Home & Garden,Consumer,CASH,1,4,0.186,139597.15,454528.32,113632.08,1,1,13,10,0.7340503544365681,0.7303862035462716,0.4316920322291853,81834,2023-10-21 13:05:00,2023-10-25 13:05:00,Muzaffarabad,Late delivery,147539.89,0.3246,3,4,2023,10,5,1,-23.8112,-166.2184
Same Day,North Balochistan,Balochistan,Medical Supplies,Health,Corporate,CASH,1,4,0.097,21510.72,77696.72,19424.18,1,1,7,3,0.6475729301995985,0.655679392933365,0.4316920322291853,39998,2022-03-26 07:19:00,2022-03-28 07:19:00,Chaman,Late delivery,16759.18,0.2157,1,2,2022,3,5,1,58.5664,122.9131
Second Class,North Punjab,Punjab,Accessories,Clothing,Consumer,CASH,3,1,0.121,147364.11,129533.05,129533.05,0,1,5,6,0.4820809248554913,0.4793103448275862,0.6605610122997965,73559,2023-06-01 05:32:00,2023-06-07 05:32:00,Gujranwala,Shipping on time,-38.86,-0.0003,3,6,2023,6,3,0,15.329,-58.0035
First Class,North KPK,KPK,Snacks,Food,Corporate,CASH,3,1,0.088,274121.4,249998.72,249998.72,0,1,19,8,0.5953805774278215,0.5940386230058774,0.5351926799225761,64618,2021-08-25 19:18:00,2021-08-28 19:18:00,Peshawar,Shipping on time,-7049.96,-0.0282,0,3,2021,8,2,0,-32.7992,169.8691
Second Class,South Balochistan,Balochistan,Laptops,Electronics,Home Office,DEBIT,5,4,0.132,235576.47,817921.5,204480.38,0,1,15,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,51560,2024-04-18 15:28:00,2024-04-24 15:28:00,Khuzdar,Late delivery,175607.75,0.2147,1,6,2024,4,3,1,22.5474,-47.455
First Class,South KPK,KPK,Car Accessories,Automotive,Corporate,PAYMENT,3,5,0.185,50266.11,204834.4,40966.88,0,1,11,6,0.5953805774278215,0.5967233774417139,0.5351926799225761,49248,2023-06-12 11:13:00,2023-06-20 11:13:00,Peshawar,Late delivery,38549.83,0.1882,5,8,2023,6,0,1,40.5786,-5.8541
Same Day,Rural Sindh,Sindh,Tools & Equipment,Automotive,Home Office,CASH,0,3,0.335,273330.12,545293.59,181764.53,0,1,17,6,0.5224103055466837,0.5220072294280247,0.4316920322291853,61157,2024-06-07 17:16:00,2024-06-07 17:16:00,Karachi,Shipping on time,162224.84,0.2975,0,0,2024,6,4,1,-43.9005,-4.5316
First Class,Capital Territory,Federal,Books,Books & Media,Home Office,CASH,2,2,0.028,200445.16,389665.39,194832.7,0,1,15,9,0.7340503544365681,0.7377613776137761,0.5351926799225761,45935,2023-09-04 15:17:00,2023-09-07 15:17:00,Islamabad,Late delivery,8650.57,0.0222,1,3,2023,9,0,1,-5.3111,134.9367
Same Day,Northern Areas,Federal,Garden Tools,Home & Garden,Corporate,TRANSFER,0,5,0.164,252958.57,1057366.82,211473.36,0,1,17,6,0.7340503544365681,0.7303862035462716,0.4316920322291853,87676,2021-06-16 17:48:00,2021-06-19 17:48:00,Gilgit,Shipping on time,111340.73,0.1053,3,3,2021,6,2,1,-8.2757,90.061
Second Class,Urban Sindh,Sindh,Audio,Electronics,Consumer,PAYMENT,5,3,0.123,245166.19,645032.25,215010.75,0,1,10,5,0.5224103055466837,0.522814498933902,0.6605610122997965,40161,2021-05-03 10:37:00,2021-05-07 10:37:00,Mirpur Khas,Advance shipping,-24317.72,-0.0377,-1,4,2021,5,0,0,58.4962,-117.0702
Second Class,Capital Territory,Federal,Books,Books & Media,Home Office,DEBIT,3,2,0.307,66147.96,91681.07,45840.54,0,1,10,4,0.7340503544365681,0.7377613776137761,0.6605610122997965,71905,2023-04-13 10:15:00,2023-04-20 10:15:00,Muzaffarabad,Shipping on time,9406.48,0.1026,4,7,2023,4,3,1,-43.0105,113.1663
Second Class,Rural Sindh,Sindh,Team Sports,Sports,Corporate,TRANSFER,5,4,0.196,213581.89,686879.36,171719.84,0,1,12,5,0.5224103055466837,0.5220072294280247,0.6605610122997965,52626,2024-05-02 12:58:00,2024-05-07 12:58:00,Mirpur Khas,Shipping on time,219870.08,0.3201,0,5,2024,5,3,1,-57.7462,172.0763
Same Day,South KPK,KPK,Fitness Equipment,Sports,Corporate,PAYMENT,0,3,0.342,80481.7,158870.88,52956.96,0,1,16,10,0.5953805774278215,0.5967233774417139,0.4316920322291853,17241,2023-10-19 16:51:00,2023-10-21 16:51:00,Swat,Shipping on time,53221.74,0.335,2,2,2023,10,3,1,-31.3265,145.7304
Same Day,Capital Territory,Federal,Medical Supplies,Health,Corporate,DEBIT,1,3,0.217,60188.74,141383.35,47127.78,0,1,9,12,0.7340503544365681,0.7377613776137761,0.4316920322291853,56036,2022-12-09 09:24:00,2022-12-11 09:24:00,Rawalpindi,Late delivery,38017.98,0.2689,1,2,2022,12,4,1,-5.5717,-63.7711
Same Day,Capital Territory,Federal,Personal Care,Health,Home Office,CASH,1,3,0.194,64096.95,154986.43,51662.14,1,1,5,6,0.7340503544365681,0.7377613776137761,0.4316920322291853,87373,2023-06-25 05:17:00,2023-06-27 05:17:00,Muzaffarabad,Shipping on time,45597.01,0.2942,1,2,2023,6,6,1,-11.0791,16.8474
Standard Class,North Punjab,Punjab,Footwear,Clothing,Corporate,CASH,6,1,0.128,136142.87,118716.58,118716.58,1,1,6,10,0.4820809248554913,0.4793103448275862,0.7366829702089818,54398,2022-10-08 06:44:00,2022-10-15 06:44:00,Lahore,Late delivery,36552.83,0.3079,1,7,2022,10,5,1,47.2997,-33.7495
Same Day,North Balochistan,Balochistan,Furniture,Home & Garden,Consumer,CASH,0,1,0.122,139597.15,122566.3,122566.3,0,1,14,3,0.6475729301995985,0.655679392933365,0.4316920322291853,15956,2021-03-10 14:47:00,2021-03-14 14:47:00,Turbat,Shipping on time,41500.95,0.3386,4,4,2021,3,2,1,-24.162,-58.1388
Second Class,Northern Areas,Federal,Snacks,Food,Corporate,PAYMENT,3,4,0.273,278826.47,810827.37,202706.84,0,1,12,10,0.7340503544365681,0.7303862035462716,0.6605610122997965,34007,2022-10-13 12:35:00,2022-10-19 12:35:00,Rawalpindi,Late delivery,288168.05,0.3554,3,6,2022,10,3,1,-9.7747,-17.8724
Same Day,North KPK,KPK,Accessories,Clothing,Consumer,DEBIT,0,4,0.036,118069.73,455276.88,113819.22,0,1,5,3,0.5953805774278215,0.5940386230058774,0.4316920322291853,65850,2024-03-20 05:19:00,2024-03-20 05:19:00,Mardan,Shipping on time,14887.55,0.0327,0,0,2024,3,2,1,15.8582,-65.0456
Second Class,South Balochistan,Balochistan,Bedding,Home & Garden,Consumer,CASH,3,5,0.325,108210.04,365208.89,73041.78,0,1,6,10,0.6475729301995985,0.6395294117647059,0.6605610122997965,31218,2023-10-25 06:55:00,2023-10-29 06:55:00,Gwadar,Late delivery,48536.26,0.1329,1,4,2023,10,2,1,21.1082,-164.182
First Class,South Punjab,Punjab,Movies & TV,Books & Media,Corporate,DEBIT,3,3,0.157,83634.39,211511.37,70503.79,0,1,11,9,0.4820809248554913,0.487797147385103,0.5351926799225761,52879,2023-09-12 11:59:00,2023-09-16 11:59:00,Gujranwala,Late delivery,7170.24,0.0339,1,4,2023,9,1,1,-55.6895,-153.0015
Same Day,Rural Sindh,Sindh,Kitchen,Home & Garden,Home Office,PAYMENT,1,5,0.228,77104.43,297623.1,59524.62,0,1,9,1,0.5224103055466837,0.5220072294280247,0.4316920322291853,81843,2021-01-25 09:02:00,2021-01-30 09:02:00,Karachi,Late delivery,90953.62,0.3056,4,5,2021,1,0,1,-32.6295,-78.8649
Same Day,Rural Sindh,Sindh,Laptops,Electronics,Consumer,DEBIT,0,2,0.016,74436.69,146491.41,73245.7,1,1,11,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,47765,2022-08-21 11:50:00,2022-08-21 11:50:00,Sukkur,Shipping on time,-12935.19,-0.0883,0,0,2022,8,6,0,-0.1686,41.106
Standard Class,Rural Sindh,Sindh,Music,Books & Media,Corporate,DEBIT,6,4,0.005,200081.8,796325.56,199081.39,0,1,18,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,66114,2022-09-13 18:15:00,2022-09-20 18:15:00,Karachi,Late delivery,214291.21,0.2691,1,7,2022,9,1,1,-26.8745,-144.4195
First Class,North KPK,KPK,Furniture,Home & Garden,Corporate,PAYMENT,3,3,0.154,90348.94,229305.61,76435.2,0,1,7,7,0.5953805774278215,0.5940386230058774,0.5351926799225761,15903,2021-07-02 07:41:00,2021-07-07 07:41:00,Mardan,Shipping on time,59596.53,0.2599,2,5,2021,7,4,1,-32.1355,-161.6469
First Class,South Punjab,Punjab,Men's Fashion,Clothing,Home Office,CASH,2,4,0.306,263551.2,731618.13,182904.53,1,1,4,10,0.4820809248554913,0.487797147385103,0.5351926799225761,99361,2021-10-10 04:40:00,2021-10-16 04:40:00,Multan,Shipping on time,156493.12,0.2139,4,6,2021,10,6,1,-38.7976,-88.9432
First Class,South KPK,KPK,Furniture,Home & Garden,Consumer,TRANSFER,2,1,0.322,88140.67,59759.37,59759.37,0,1,20,11,0.5953805774278215,0.5967233774417139,0.5351926799225761,95906,2024-11-26 20:52:00,2024-11-29 20:52:00,Peshawar,Shipping on time,1428.25,0.0239,1,3,2024,11,1,1,-47.6214,30.6139
First Class,South KPK,KPK,Movies & TV,Books & Media,Home Office,DEBIT,3,1,0.17,83634.39,69416.54,69416.54,1,1,10,1,0.5953805774278215,0.5967233774417139,0.5351926799225761,38957,2023-01-14 10:49:00,2023-01-18 10:49:00,Mardan,Late delivery,13064.19,0.1882,1,4,2023,1,5,1,44.2425,-158.2404
Second Class,South Punjab,Punjab,Fitness Equipment,Sports,Home Office,DEBIT,4,4,0.246,107180.68,323256.93,80814.23,1,1,20,6,0.4820809248554913,0.487797147385103,0.6605610122997965,14616,2024-06-08 20:53:00,2024-06-12 20:53:00,Multan,Shipping on time,87020.77,0.2692,0,4,2024,6,5,1,-50.2312,-1.9419
First Class,Rural Sindh,Sindh,Women's Fashion,Clothing,Consumer,TRANSFER,2,5,0.304,201394.44,700852.65,140170.53,0,1,0,1,0.5224103055466837,0.5220072294280247,0.5351926799225761,64672,2024-01-29 00:17:00,2024-02-02 00:17:00,Karachi,Shipping on time,139539.76,0.1991,2,4,2024,1,0,1,0.1172,-24.1706
Standard Class,South KPK,KPK,Accessories,Clothing,Consumer,DEBIT,6,5,0.176,55478.98,228573.4,45714.68,0,1,23,8,0.5953805774278215,0.5967233774417139,0.7366829702089818,19635,2021-08-13 23:28:00,2021-08-20 23:28:00,Kohat,Late delivery,33440.29,0.1463,1,7,2021,8,4,1,14.4433,-106.4339
Same Day,Capital Territory,Federal,Furniture,Home & Garden,Consumer,DEBIT,1,5,0.103,42011.45,188421.35,37684.27,0,1,7,7,0.7340503544365681,0.7377613776137761,0.4316920322291853,99045,2021-07-30 07:57:00,2021-08-05 07:57:00,Islamabad,Shipping on time,43619.54,0.2315,5,6,2021,7,4,1,67.6863,-43.0073
Standard Class,Rural Sindh,Sindh,Grocery,Food,Consumer,TRANSFER,4,2,0.039,102625.69,197246.58,98623.29,0,1,12,4,0.5224103055466837,0.5220072294280247,0.7366829702089818,38709,2023-04-18 12:09:00,2023-04-23 12:09:00,Hyderabad,Late delivery,74223.89,0.3763,1,5,2023,4,1,1,56.0699,175.1937
Standard Class,South KPK,KPK,Medical Supplies,Health,Home Office,DEBIT,7,4,0.013,101861.73,402150.11,100537.53,1,1,10,7,0.5953805774278215,0.5967233774417139,0.7366829702089818,60155,2021-07-03 10:49:00,2021-07-14 10:49:00,Mardan,Late delivery,21233.53,0.0528,4,11,2021,7,5,1,58.3863,78.7553
First Class,South KPK,KPK,Beverages,Food,Home Office,TRANSFER,3,3,0.065,272756.44,765081.81,255027.27,0,1,8,3,0.5953805774278215,0.5967233774417139,0.5351926799225761,55220,2021-03-17 08:16:00,2021-03-21 08:16:00,Mardan,Late delivery,33434.08,0.0437,1,4,2021,3,2,1,56.5719,-62.9631
First Class,South KPK,KPK,Bedding,Home & Garden,Corporate,CASH,3,4,0.195,280424.97,902968.4,225742.1,0,1,3,3,0.5953805774278215,0.5967233774417139,0.5351926799225761,76320,2024-03-20 03:53:00,2024-03-23 03:53:00,Swat,Shipping on time,36028.44,0.0399,0,3,2024,3,2,1,-12.4694,100.1869
Standard Class,North KPK,KPK,Tools & Equipment,Automotive,Corporate,CASH,5,3,0.258,234283.35,521514.74,173838.25,0,1,7,6,0.5953805774278215,0.5940386230058774,0.7366829702089818,32756,2023-06-29 07:38:00,2023-07-07 07:38:00,Abbottabad,Shipping on time,37496.91,0.0719,3,8,2023,6,3,1,25.0646,-39.1846
Same Day,Central Punjab,Punjab,Beverages,Food,Corporate,TRANSFER,1,3,0.001,32658.62,97877.88,32625.96,0,1,8,6,0.4820809248554913,0.479179810725552,0.4316920322291853,26249,2023-06-14 08:54:00,2023-06-17 08:54:00,Multan,Late delivery,-616.63,-0.0063,2,3,2023,6,2,0,-59.2442,-31.2207
Second Class,South Punjab,Punjab,Personal Care,Health,Corporate,DEBIT,4,4,0.252,171715.08,513771.52,128442.88,0,1,6,2,0.4820809248554913,0.487797147385103,0.6605610122997965,37239,2024-02-15 06:09:00,2024-02-20 06:09:00,Multan,Late delivery,183467.81,0.3571,1,5,2024,2,3,1,0.3043,-71.8871
First Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,CASH,2,3,0.27,141417.31,309703.91,103234.64,0,1,8,12,0.6475729301995985,0.6395294117647059,0.5351926799225761,54468,2022-12-22 08:59:00,2022-12-27 08:59:00,Turbat,Late delivery,116572.55,0.3764,3,5,2022,12,3,1,22.9537,104.6248
First Class,Urban Sindh,Sindh,GPS & Navigation,Automotive,Corporate,TRANSFER,2,2,0.107,50792.51,90715.42,45357.71,0,1,2,8,0.5224103055466837,0.522814498933902,0.5351926799225761,34160,2023-08-23 02:09:00,2023-08-27 02:09:00,Mirpur Khas,Late delivery,25463.82,0.2807,2,4,2023,8,2,1,-51.8192,-22.3658
Standard Class,Northern Areas,Federal,GPS & Navigation,Automotive,Consumer,CASH,5,4,0.044,65960.66,252233.56,63058.39,0,1,7,7,0.7340503544365681,0.7303862035462716,0.7366829702089818,66301,2023-07-14 07:15:00,2023-07-20 07:15:00,Rawalpindi,Late delivery,36800.88,0.1459,1,6,2023,7,4,1,68.0568,-81.7569
Standard Class,Rural Sindh,Sindh,Audio,Electronics,Home Office,TRANSFER,6,3,0.204,237943.7,568209.56,189403.19,0,1,20,7,0.5224103055466837,0.5220072294280247,0.7366829702089818,85389,2023-07-04 20:45:00,2023-07-13 20:45:00,Mirpur Khas,Late delivery,-9602.74,-0.0169,3,9,2023,7,1,0,-3.7825,9.3473
Second Class,North Balochistan,Balochistan,Women's Fashion,Clothing,Corporate,DEBIT,4,4,0.143,193984.58,664979.14,166244.78,0,1,5,10,0.6475729301995985,0.655679392933365,0.6605610122997965,89106,2023-10-11 05:55:00,2023-10-16 05:55:00,Chaman,Late delivery,28793.6,0.0433,1,5,2023,10,2,1,-33.3343,23.4003
Second Class,Rural Sindh,Sindh,Furniture,Home & Garden,Corporate,CASH,4,1,0.067,63555.97,59297.72,59297.72,0,1,16,8,0.5224103055466837,0.5220072294280247,0.6605610122997965,37052,2024-08-16 16:13:00,2024-08-22 16:13:00,Mirpur Khas,Shipping on time,7014.92,0.1183,2,6,2024,8,4,1,64.1626,131.6518
Standard Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,DEBIT,6,2,0.07,285731.45,531460.5,265730.25,0,1,17,3,0.6475729301995985,0.6395294117647059,0.7366829702089818,97129,2022-03-01 17:43:00,2022-03-08 17:43:00,Khuzdar,Late delivery,138073.44,0.2598,1,7,2022,3,1,1,-11.9497,-48.6914
Standard Class,North Punjab,Punjab,Car Accessories,Automotive,Consumer,PAYMENT,4,5,0.02,176917.27,866894.62,173378.92,1,1,5,1,0.4820809248554913,0.4793103448275862,0.7366829702089818,88248,2021-01-24 05:15:00,2021-01-29 05:15:00,Sialkot,Late delivery,-29821.17,-0.0344,1,5,2021,1,6,0,15.5097,-156.6576
Standard Class,Capital Territory,Federal,Kitchen,Home & Garden,Corporate,DEBIT,4,1,0.126,265956.96,232446.38,232446.38,0,1,7,9,0.7340503544365681,0.7377613776137761,0.7366829702089818,21349,2024-09-30 07:36:00,2024-10-05 07:36:00,Muzaffarabad,Late delivery,8205.36,0.0353,1,5,2024,9,0,1,-12.5121,21.3174
Same Day,North Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,TRANSFER,1,1,0.101,67932.0,61070.87,61070.87,0,1,7,1,0.6475729301995985,0.655679392933365,0.4316920322291853,28500,2022-01-11 07:45:00,2022-01-13 07:45:00,Quetta,Late delivery,-4836.81,-0.0792,1,2,2022,1,1,0,-21.5154,-10.66
First Class,Urban Sindh,Sindh,Car Accessories,Automotive,Corporate,DEBIT,3,5,0.348,212643.82,693218.85,138643.77,1,1,10,10,0.5224103055466837,0.522814498933902,0.5351926799225761,65870,2021-10-24 10:06:00,2021-10-29 10:06:00,Larkana,Shipping on time,-13517.77,-0.0195,2,5,2021,10,6,0,23.6089,-126.1063
First Class,Capital Territory,Federal,Furniture,Home & Garden,Home Office,DEBIT,2,3,0.303,88140.67,184302.14,61434.05,0,1,16,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,86275,2021-05-04 16:18:00,2021-05-11 16:18:00,Gilgit,Late delivery,67159.7,0.3644,5,7,2021,5,1,1,-21.0145,-113.8036
Second Class,Rural Sindh,Sindh,Fitness Equipment,Sports,Consumer,PAYMENT,5,3,0.064,210046.81,589811.44,196603.81,0,1,18,3,0.5224103055466837,0.5220072294280247,0.6605610122997965,79595,2021-03-18 18:39:00,2021-03-25 18:39:00,Hyderabad,Late delivery,251141.71,0.4258,2,7,2021,3,3,1,-5.1817,-8.36
Second Class,Central Punjab,Punjab,Accessories,Clothing,Corporate,DEBIT,4,3,0.015,92876.56,274450.23,91483.41,0,1,21,2,0.4820809248554913,0.479179810725552,0.6605610122997965,71740,2024-02-16 21:59:00,2024-02-22 21:59:00,Multan,Shipping on time,116531.57,0.4246,2,6,2024,2,4,1,-18.0261,14.395
Standard Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,CASH,6,2,0.009,281515.65,557964.02,278982.01,0,1,19,2,0.6475729301995985,0.6395294117647059,0.7366829702089818,97157,2022-02-04 19:00:00,2022-02-13 19:00:00,Khuzdar,Late delivery,-39838.63,-0.0714,3,9,2022,2,4,0,-29.5209,93.687
Same Day,North KPK,KPK,Men's Fashion,Clothing,Corporate,TRANSFER,0,3,0.312,33280.22,68690.37,22896.79,1,1,15,8,0.5953805774278215,0.5940386230058774,0.4316920322291853,78607,2022-08-06 15:18:00,2022-08-08 15:18:00,Mardan,Shipping on time,10090.62,0.1469,2,2,2022,8,5,1,25.3829,-106.1573
Second Class,North Balochistan,Balochistan,Furniture,Home & Garden,Home Office,PAYMENT,3,2,0.061,195998.78,368085.71,184042.86,0,1,5,11,0.6475729301995985,0.655679392933365,0.6605610122997965,97899,2022-11-08 05:09:00,2022-11-12 05:09:00,Chaman,Late delivery,79580.13,0.2162,1,4,2022,11,1,1,8.7802,47.3138
Standard Class,Rural Sindh,Sindh,Audio,Electronics,Consumer,DEBIT,4,3,0.171,183916.23,457399.66,152466.55,0,1,7,10,0.5224103055466837,0.5220072294280247,0.7366829702089818,48225,2024-10-16 07:35:00,2024-10-20 07:35:00,Mirpur Khas,Shipping on time,176464.79,0.3858,0,4,2024,10,2,1,-29.0668,-21.5334
First Class,Rural Sindh,Sindh,Snacks,Food,Corporate,CASH,3,5,0.061,195913.34,919813.13,183962.63,1,1,1,4,0.5224103055466837,0.5220072294280247,0.5351926799225761,66164,2021-04-17 01:30:00,2021-04-22 01:30:00,Karachi,Late delivery,395862.237500001,0.4403,2,5,2021,4,5,1,0.2638,60.7382
Second Class,North Punjab,Punjab,Kitchen,Home & Garden,Consumer,PAYMENT,4,3,0.291,14491.74,30823.93,10274.64,0,1,20,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,41982,2024-07-31 20:23:00,2024-08-07 20:23:00,Sialkot,Late delivery,2616.95,0.0849,3,7,2024,7,2,1,25.9048,116.6069
Standard Class,Urban Sindh,Sindh,Medical Supplies,Health,Consumer,TRANSFER,7,1,0.155,284124.84,240085.49,240085.49,0,1,18,6,0.5224103055466837,0.522814498933902,0.7366829702089818,92594,2024-06-17 18:03:00,2024-06-27 18:03:00,Larkana,Shipping on time,-4897.74,-0.0204,3,10,2024,6,0,0,-23.2481,102.5136
Standard Class,Northern Areas,Federal,Women's Fashion,Clothing,Home Office,DEBIT,6,3,0.006,193984.58,578462.02,192820.67,0,1,21,2,0.7340503544365681,0.7303862035462716,0.7366829702089818,50944,2023-02-07 21:26:00,2023-02-14 21:26:00,Muzaffarabad,Late delivery,-42343.42,-0.0732,1,7,2023,2,1,0,-34.8555,-140.9522
Second Class,North KPK,KPK,Medical Supplies,Health,Consumer,PAYMENT,4,4,0.019,238618.17,936337.7,234084.42,1,1,5,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,20126,2023-06-10 05:11:00,2023-06-14 05:11:00,Peshawar,Shipping on time,198409.96,0.2119,0,4,2023,6,5,1,55.4931,-114.2572
Same Day,Central Punjab,Punjab,Bedding,Home & Garden,Home Office,DEBIT,1,5,0.334,167708.02,558467.71,111693.54,1,1,12,8,0.4820809248554913,0.479179810725552,0.4316920322291853,11022,2021-08-28 12:06:00,2021-09-01 12:06:00,Sialkot,Late delivery,2624.8,0.0047,3,4,2021,8,5,1,56.402,-151.2258
Standard Class,South Balochistan,Balochistan,Accessories,Clothing,Consumer,DEBIT,6,5,0.233,238605.62,915052.55,183010.51,1,1,1,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,13780,2022-05-28 01:21:00,2022-06-04 01:21:00,Chaman,Shipping on time,196736.3,0.215,1,7,2022,5,5,1,16.7219,61.9596
First Class,Central Punjab,Punjab,Personal Care,Health,Consumer,CASH,3,4,0.349,74725.28,194584.63,48646.16,0,1,20,4,0.4820809248554913,0.479179810725552,0.5351926799225761,58376,2022-04-22 20:22:00,2022-04-28 20:22:00,Lahore,Shipping on time,19575.21,0.1006,3,6,2022,4,4,1,-40.7886,-19.1897
First Class,Central Punjab,Punjab,Cameras,Electronics,Home Office,CASH,2,5,0.274,276166.9,1002485.85,200497.17,1,1,4,2,0.4820809248554913,0.479179810725552,0.5351926799225761,22820,2021-02-27 04:45:00,2021-03-02 04:45:00,Sialkot,Late delivery,107265.99,0.107,1,3,2021,2,5,1,30.1844,-145.9608
Same Day,Northern Areas,Federal,Movies & TV,Books & Media,Consumer,CASH,0,4,0.101,294748.02,1059913.88,264978.47,0,1,11,1,0.7340503544365681,0.7303862035462716,0.4316920322291853,86018,2022-01-31 11:56:00,2022-01-31 11:56:00,Gilgit,Shipping on time,281301.14,0.2654,0,0,2022,1,0,1,30.1065,-91.9257
Same Day,Rural Sindh,Sindh,Outdoor Sports,Sports,Home Office,PAYMENT,0,3,0.303,205308.37,429299.8,143099.93,0,1,3,5,0.5224103055466837,0.5220072294280247,0.4316920322291853,18741,2022-05-26 03:30:00,2022-05-27 03:30:00,Sukkur,Shipping on time,-16184.6,-0.0377,1,1,2022,5,3,0,35.3145,-172.313
Second Class,Capital Territory,Federal,Movies & TV,Books & Media,Corporate,CASH,4,1,0.32,83634.39,56871.39,56871.39,0,1,9,1,0.7340503544365681,0.7377613776137761,0.6605610122997965,68152,2023-01-17 09:26:00,2023-01-24 09:26:00,Islamabad,Late delivery,23567.5,0.4144,3,7,2023,1,1,1,45.1691,-174.6193
First Class,North Punjab,Punjab,Snacks,Food,Corporate,CASH,2,3,0.317,146867.69,300931.9,100310.63,0,1,13,10,0.4820809248554913,0.4793103448275862,0.5351926799225761,17012,2024-10-29 13:25:00,2024-11-02 13:25:00,Multan,Shipping on time,22449.52,0.0746,2,4,2024,10,1,1,-59.2442,-31.2207
Standard Class,North Punjab,Punjab,Grocery,Food,Corporate,DEBIT,5,1,0.162,146151.38,122474.86,122474.86,0,1,2,8,0.4820809248554913,0.4793103448275862,0.7366829702089818,37039,2024-08-23 02:59:00,2024-08-28 02:59:00,Lahore,Shipping on time,13815.16,0.1128,0,5,2024,8,4,1,55.7266,149.4846
Standard Class,Central Punjab,Punjab,GPS & Navigation,Automotive,Home Office,CASH,5,1,0.159,42679.1,35893.12,35893.12,0,1,21,7,0.4820809248554913,0.479179810725552,0.7366829702089818,42032,2021-07-05 21:33:00,2021-07-11 21:33:00,Faisalabad,Late delivery,-3004.25,-0.0837,1,6,2021,7,0,0,30.3781,-178.0834
First Class,South Balochistan,Balochistan,Medical Supplies,Health,Corporate,CASH,3,3,0.102,245986.83,662688.52,220896.17,0,1,2,3,0.6475729301995985,0.6395294117647059,0.5351926799225761,62272,2024-03-12 02:42:00,2024-03-16 02:42:00,Chaman,Late delivery,-18952.89,-0.0286,1,4,2024,3,1,0,62.418,137.2996
First Class,Urban Sindh,Sindh,Garden Tools,Home & Garden,Corporate,PAYMENT,2,3,0.336,44282.2,88210.14,29403.38,1,1,8,2,0.5224103055466837,0.522814498933902,0.5351926799225761,19137,2022-02-26 08:48:00,2022-02-28 08:48:00,Hyderabad,Shipping on time,25501.55,0.2891,0,2,2022,2,5,1,12.7438,121.9617
First Class,Rural Sindh,Sindh,Audio,Electronics,Corporate,PAYMENT,3,2,0.044,95814.93,183198.15,91599.08,1,1,8,10,0.5224103055466837,0.5220072294280247,0.5351926799225761,18185,2021-10-23 08:58:00,2021-10-28 08:58:00,Mirpur Khas,Shipping on time,77639.38,0.4238,2,5,2021,10,5,1,64.1626,131.6518
Standard Class,Capital Territory,Federal,Beverages,Food,Home Office,TRANSFER,4,5,0.283,151258.95,542263.34,108452.67,0,1,1,3,0.7340503544365681,0.7377613776137761,0.7366829702089818,54294,2023-03-31 01:14:00,2023-04-05 01:14:00,Muzaffarabad,Late delivery,-25052.57,-0.0462,1,5,2023,3,4,0,1.5644,-92.3081
Same Day,Northern Areas,Federal,Car Accessories,Automotive,Consumer,PAYMENT,1,2,0.266,114265.28,167741.43,83870.72,0,1,9,10,0.7340503544365681,0.7303862035462716,0.4316920322291853,66774,2023-10-12 09:27:00,2023-10-14 09:27:00,Islamabad,Late delivery,4780.63,0.0285,1,2,2023,10,3,1,18.4681,147.8792
